排名,排名变化,全名_中文,全名_英文,年龄,出生地_中文,出生地_英文,性别,照片,公司名称_中文,公司名称_英文,公司总部地_中文,公司总部地_英文,所在行业_中文,所在行业_英文,组织结构,财富值_人民币_亿,财富值变化,财富值_美元,年份
113,46,谢华,Michael Xie,未知,中国-北京,China-Beijing,先生,https://res.hurun.net/default/icon_men.jpg,飞塔,Fortinet,美国旧金山,San Francisco,网路安全,Network Security,未知,390.0,24%,5490.0,2024
114,53,蔡政达,Tsai Cheng-Ta,未知,中国-台湾,China-Taiwan,先生,https://res.hurun.net/default/icon_men.jpg,霖园,Lin Yuan,台湾台北,Taiwan,金融服务,Financial Services,家族,385.0,28%,5420.0,2024
114,-35,李平,Li Ping,56,,,先生,https://res.hurun.net/default/icon_men.jpg,宁德时代,CATL,福建宁德,Fujian,锂电池,Battery Technology,未知,385.0,-23%,5420.0,2024
116,68,曾芳勤,Zeng Fangqin,59,,,女士,https://res.hurun.net/default/icon_women.jpg,领益智造,Lingyi Itech,广东江门,Guangdong,消费电子精密件,Electronic Components,未知,380.0,38%,5350.0,2024
116,-6,丁世家,Ding Shijia,60,中国-福建-泉州,China-Fujian-Quanzhou,先生,https://res.hurun.net/default/icon_men.jpg,安踏,Anta,福建厦门,Fujian,体育用品,Sportswear,未知,380.0,-11%,5350.0,2024
116,21,罗宇皓,Luo Yuhao,37,,,先生,https://res.hurun.net/default/icon_men.jpg,米哈游,Mihoyo,上海,Shanghai,游戏,Online games,未知,380.0,9%,5350.0,2024
116,2,沈彬,Shen Bin,未知,中国-浙江-杭州,Jiangsu,未知,https://res.hurun.net/default/icon_women.jpg,沙钢,Sha Steel,江苏苏州,Jiangsu,钢铁,Steel,未知,380.0,-1%,5350.0,2024
120,154,李小冬,Forrest Xiaodong Li,46,,,先生,https://res.hurun.net/default/icon_men.jpg,冬海集团,Sea,新加坡,Singapore,网络游戏、电商,"Online Games, E-Commerce",未知,375.0,92%,5280.0,2024
120,10,谢炳,Xie Bing,72,中国-广东-汕头,China-Guangdong-Shantou,先生,https://res.hurun.net/default/icon_men.jpg,中生制药,Sino Biopharmaceutical,北京,Beijing,医药,Pharmaceuticals,家族,375.0,6%,5280.0,2024
122,40,高德康,Gao Dekang,72,中国-江苏-苏州,China-Jiangsu-Suzhou,先生,https://res.hurun.net/photo/000123_Gao_Dekang.jpg,波司登,Bosideng,江苏苏州,Jiangsu,服装,Apparel,家族,370.0,19%,5210.0,2024
122,-20,马建荣,Ma Jianrong,59,中国-浙江,China-Zhejiang,先生,https://res.hurun.net/default/icon_men.jpg,申洲针织,Shenzhou,浙江宁波,Zhejiang,纺织、服装,Textiles,家族,370.0,-17%,5210.0,2024
122,8,修涞贵,Xiu Laigui,69,中国-吉林,China- Jilin,先生,https://res.hurun.net/photo/000157_Xiu_Laigui.jpg,修正药业,Xiuzheng,吉林长春,Jilin,医药,Pharmaceuticals,夫妇,370.0,4%,5210.0,2024
125,-51,邬建树,Wu Jianshu,60,中国-浙江-宁波,China-Zhejiang-Ningbo,先生,https://res.hurun.net/default/icon_men.jpg,拓普,Tuopu,浙江宁波,Zhejiang,汽车零部件制造,Automobile parts,未知,360.0,-36%,5070.0,2024
126,-4,陈发树,Chen Fashu,63,中国-福建-泉州,China-Fujian-Quanzhou,先生,https://res.hurun.net/photo/000096_Chen_Fashu.jpg,新华都,Xinhuadu,福建福州,Fujian,医药、零售、投资,"Retail, Pharmaceuticals, Investments",未知,355.0,-7%,5000.0,2024
126,4,黄如论,Huang Rulun,73,中国-福建-福州,China-Fujian-Fuzhou,先生,https://res.hurun.net/photo/000115_Huang_Rulun.jpg,世纪金源,Century Golden Resources,北京,Beijing,房地产,Real Estate,家族,355.0,0%,5000.0,2024
128,-10,赖梅松,Lai Meisong,54,,,先生,https://res.hurun.net/photo/000092_Lai_Meisong.jpg,中通,ZTO,上海青浦,Shanghai,物流,Logistics,未知,350.0,-9%,4930.0,2024
128,-49,汪滔,Wang Tao,44,中国-浙江-杭州,China-Zhejiang-Hangzhou,先生,https://res.hurun.net/default/icon_men.jpg,大疆,DJI,广东深圳,Guangdong,无人机,Drones,未知,350.0,-30%,4930.0,2024
128,77,张和君,Zhang Hejun,72,,,先生,https://res.hurun.net/default/icon_men.jpg,德业股份,Deye Technology,浙江宁波,Zhejiang,电器零部件制造,Electrical machinery ,未知,350.0,40%,4930.0,2024
131,-3,朱艳,Zhu Yan,53,中国-陕西-渭南,China-Shaanxi,先生,https://res.hurun.net/default/icon_men.jpg,贝壳,KE,北京,Beijing,房地产服务,Real Estate Service,家族,340.0,-7%,4790.0,2024
132,30,陈志列,Chen Zhilie,61,中国-江苏-无锡,China-Jiangsu-Wuxi,先生,https://res.hurun.net/default/icon_men.jpg,研祥,Evoc,广东深圳,Guangdong,特种计算机,Intelligent Devices,夫妇,335.0,8%,4720.0,2024
132,-82,李想,Li Xiang,43,,,先生,https://res.hurun.net/photo/005223_Li_Xiang.jpg,理想汽车,Li Auto,北京,Beijing,新能源汽车,E-cars,未知,335.0,-52%,4720.0,2024
132,142,张忠谋,Morris Chang Chung-Mou,93,中国-浙江-宁波,China-Zhejiang-Ningbo,先生,https://res.hurun.net/default/icon_men.jpg,台积电,TSMC,台湾新竹,Taiwan,半导体,Semiconductors,未知,335.0,72%,4720.0,2024
135,-43,刘金成,Liu Jincheng,60,中国-湖北-武汉,China -Hubei-Wuhan,先生,https://res.hurun.net/photo/000281_Liu_Jincheng.jpg,亿纬锂能,EVE Energy,广东惠州,Guangdong,锂电池,Lithium Battery,夫妇,330.0,-27%,4650.0,2024
135,11,张志祥,Zhang Zhixiang,57,中国-浙江-宁波,China-Zhejiang-Ningbo,先生,https://res.hurun.net/photo/000128_Zhang_Zhixiang.jpg,建龙,Jianlong,北京,Beijing,钢铁、矿业、船运,"Steel, Mining, Shipbuilding",未知,330.0,-1%,4650.0,2024
137,-40,李革,Li Ge,57,中国-北京,China-Beijing,先生,https://res.hurun.net/photo/000104_Li_Ge.jpg,药明康德,Wuxi Pharma Tech,上海浦东,Shanghai,医药,Pharmaceuticals,未知,325.0,-28%,4580.0,2024
137,22,林张素娥,Lin Chang Su-E,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,联邦,Liberty Times,台湾台北,Taiwan,房地产、金融,"Real Estate, Financial Services",家族,325.0,3%,4580.0,2024
137,-7,史玉柱,Shi Yuzhu,62,中国-安徽-蚌阜,China-Anhui-Yu,先生,https://res.hurun.net/photo/000074_Shi_Yuzhu.jpg,巨人,Giant,上海松江,Shanghai,金融、在线游戏、投资,"Finance, online games, Investments",父女,325.0,-8%,4580.0,2024
140,150,陈天石,Chen Tianshi,39,,,先生,https://res.hurun.net/default/icon_men.jpg,寒武纪,Cambricon,北京,Beijing,人工智能芯片,AI Chips,未知,320.0,73%,4510.0,2024
140,-43,何小鹏,He Xiaopeng,47,中国-湖北-黄石,China -Hubei - Yellowstone,先生,https://res.hurun.net/photo/000125_He_Xiaopeng.jpg,小鹏汽车,Xpeng Motors,广东广州,Guangdong,新能源汽车,E-cars,未知,320.0,-29%,4510.0,2024
140,-14,胡凯军,Hu Kaijun,62,,,先生,https://res.hurun.net/default/icon_men.jpg,远大,Grand Enterprises,北京,Beijing,医药,Pharmaceuticals,未知,320.0,-14%,4510.0,2024
143,12,陈金霞,Chen Jinxia,56,中国-上海,China-Shanghai,女士,https://res.hurun.net/default/icon_women.jpg,涌金投资,Yongjin,上海浦东,Shanghai,医药、投资,"Pharmaceutical, Investments",未知,315.0,-2%,4440.0,2024
144,21,何超琼,Pansy Ho Chiu-king,62,中国-香港,China-Hong Kong,女士,https://res.hurun.net/default/icon_women.jpg,信德、美高梅中国,"Shun Tak, MGM China",香港,Hong Kong,博彩,Gaming,未知,310.0,2%,4370.0,2024
145,5,郭炳联,Raymond Kwok,72,中国-香港,China-Hong Kong,先生,https://res.hurun.net/default/icon_men.jpg,新鸿基,Sun Hung Kai,香港,Hong Kong,房地产,Estate Holding,家族,305.0,-6%,4300.0,2024
145,5,郭基辉,Adam Kwok Kai-fai,41,中国-香港,China-Hong Kong,先生,https://res.hurun.net/default/icon_men.jpg,新鸿基,Sun Hung Kai,香港,Hong Kong,房地产,Estate Holding,家族,305.0,-6%,4300.0,2024
145,-30,施永宏,Shi Yonghong,54,中国-四川-成都,China - Sichuan-Chengdu,先生,https://res.hurun.net/photo/000046_Shi_Yonghong.jpg,海底捞,Haidilao,北京,Beijing,餐饮,Restaurants,夫妇,305.0,-22%,4300.0,2024
148,36,程雪,Cheng Xue,54,中国-江苏-盐城,China - Jiangsu - Yancheng,女士,https://res.hurun.net/default/icon_women.jpg,海天味业,Haitian,广东佛山,Guangdong,调味品,Food Flavorings,未知,300.0,9%,4230.0,2024
148,19,董建成,Tung Chee Chen,81,中国-上海,China-Shanghai,先生,https://res.hurun.net/default/icon_men.jpg,东方海外,OOCL,香港,Hong Kong,运输,Transportation,家族,300.0,0%,4230.0,2024
148,-34,林建华,Lin Jianhua,62,中国-福建,China-Fujian,先生,https://res.hurun.net/default/icon_men.jpg,福斯特,First,浙江杭州,Zhejiang,光伏材料,Photovoltaic,夫妇,300.0,-25%,4230.0,2024
148,-25,刘益谦,Liu Yiqian,61,中国-上海,China-Shanghai,先生,https://res.hurun.net/default/icon_men.jpg,新理益,Sunline,上海浦东,Shanghai,投资,Investments,家族,300.0,-20%,4230.0,2024
148,40,沈南鹏,Shen Nanpeng,57,中国-浙江-嘉兴,China-Zhejiang-Jiaxing,先生,https://res.hurun.net/default/icon_men.jpg,红杉,Sequoia,北京,Beijing,投资,Investments,未知,300.0,11%,4230.0,2024
148,51,杨建文,Yeung Kin Man,71,中国-香港,China-Hong Kong,先生,https://res.hurun.net/default/icon_men.jpg,伯恩光学,Biel Crystal Manufactory,香港,Hong Kong,工业产品,Industrial Products,家族,300.0,15%,4230.0,2024
148,0,易峥,Yi Zhen,54,中国-北京,China-Beijing,先生,https://res.hurun.net/default/icon_men.jpg,同花顺,Hithink RoyalFlush,浙江杭州,Zhejiang,软件,Software,未知,300.0,-9%,4230.0,2024
155,0,陈凯旋,Chen Kaixuan,66,中国-广东-揭阳,China-Guangdong-Jieyang,先生,https://res.hurun.net/default/icon_men.jpg,立白,Liby,广东广州,Guangdong,日化用品,Personal Care,家族,295.0,-8%,4150.0,2024
155,33,辜仲立,Andre Koo Chung-Li,57,中国-台湾-台北,,先生,https://res.hurun.net/default/icon_men.jpg,中信金控,CTBC,台湾台北,Taiwan,金融服务,Financial Services,家族,295.0,9%,4150.0,2024
157,-42,蔡奎,Cai Kui,63,中国-四川-资阳,China -Sichuan-Ziyang,先生,https://res.hurun.net/photo/000051_Cai_Kui.jpg,龙湖,Longfor,北京,Beijing,房地产,Real Estate,家族,290.0,-26%,4080.0,2024
157,22,蔡志明,Francis Choi Chee Ming,79,中国-广东-揭阳,China-Guangdong-Jieyang,先生,https://res.hurun.net/default/icon_men.jpg,旭日国际,Early Light International,香港,Hong Kong,玩具,Toys,未知,290.0,4%,4080.0,2024
157,17,米恩华,Mi Enhua,66,中国-山东-泰安,China-Shandong-Tai’an,先生,https://res.hurun.net/default/icon_men.jpg,华凌工贸,Hualing,新疆乌鲁木齐,Xinjiang,地产、畜牧,"Real estate, Animal Husbandry",家族,290.0,2%,4080.0,2024
157,-68,王健林,Wang Jianlin,70,中国-四川-绵阳,China - Sichuan - Mianyang,先生,https://res.hurun.net/photo/000009_Wang_Jianlin.jpg,万达,Wanda,北京,Beijing,房地产、文化,"Real Estate, Media & Entertainment",家族,290.0,-38%,4080.0,2024
157,-17,吴向东,Wu Xiangdong,54,中国-湖南-株洲,China-Hunan-Zhuzhou,先生,https://res.hurun.net/default/icon_men.jpg,华泽,Huaze,北京,Beijing,酒业、投资,"Wine, Investments",未知,290.0,-16%,4080.0,2024
157,57,杨绍鹏,Yang Shaopeng,68,中国-山东-青岛,China-Shandong-Qingdao,先生,https://res.hurun.net/photo/000495_Yang_Shaopeng.jpg,海丰,SITC Maritime,香港,Hong Kong,航运,Shipping,未知,290.0,21%,4080.0,2024
157,17,尤小平,You Xiaoping,66,中国-浙江-温州,China-Zhejiang-Wenzhou,先生,https://res.hurun.net/photo/000654_You_Xiaoping.jpg,华峰,Huafeng,浙江温州,Zhejiang,化工、铝业、投资,"Chemical, Aluminum, Investments",家族,290.0,2%,4080.0,2024
164,116,蔡明介,Tsai Ming-Kai,74,中国-台湾,China-Taiwan,先生,https://res.hurun.net/default/icon_men.jpg,联发科技,Media Tek,台湾新竹,Taiwan,半导体,Semiconductors,家族,285.0,50%,4010.0,2024
164,-27,陈华,Chen Hua,58,中国-广东-湛江,China-Guangdong-Zhanjiang,先生,https://res.hurun.net/default/icon_men.jpg,京基,Kingkey,广东深圳,Guangdong,房地产、投资,Real Estate,家族,285.0,-19%,4010.0,2024
164,-20,郭广昌,Guo Guangchang,57,中国-浙江-金华,China-Zhejiang-Jinhua,先生,https://res.hurun.net/photo/000045_Guo_Guangchang.jpg,复星,Fosun,上海黄浦,Shanghai,投资,Investments,未知,285.0,-16%,4010.0,2024
164,6,赵涛,Zhao Tao,58,中国-陕西-西安,China-Shanxi-Xi’an,先生,https://res.hurun.net/photo/000099_Zhao_Tao.jpg,步长,Buchang,北京,陕西,医药,Pharmaceuticals,家族,285.0,-3%,4010.0,2024
168,37,钭正刚,Dou Zhenggang,71,中国-浙江,China-Zhejiang,先生,https://res.hurun.net/default/icon_men.jpg,锦江,Jinjiang,浙江杭州,Zhejiang,能源、化工,"Energy, chemical",家族,280.0,12%,3940.0,2024
168,20,李华,Li Hua,46,,,先生,https://res.hurun.net/default/icon_men.jpg,富途,Futu Holdings,香港,Hong Kong,金融服务,Financial Services,未知,280.0,4%,3940.0,2024
168,-9,孙广信,Sun Guangxin,62,中国-新疆-乌鲁木齐,China-Xinjiang-Urumchi,先生,https://res.hurun.net/photo/000108_Sun_Guangxin.jpg,广汇,Guanghui,新疆乌鲁木齐,Xinjiang,汽车销售、能源、房地产,"Car Sales, Energy, Real Estate",未知,280.0,-11%,3940.0,2024
168,85,徐旭东,Douglas Hsu Hsu-Tung,83,中国-上海,China-Shanghai,先生,https://res.hurun.net/default/icon_men.jpg,远东,Far Eastern,台湾新北,Taiwan,金融服务,Financial Services,未知,280.0,33%,3940.0,2024
172,186,王宁,Wang Ning,37,中国-河南-新乡,China-Henan,先生,https://res.hurun.net/default/icon_men.jpg,泡泡玛特,Pop Mart,北京,Beijing,玩具,Retail,家族,275.0,72%,3870.0,2024
173,-44,李贤义,Li Xianyi,72,中国-福建-泉州,China-Fujian-Quanzhou,先生,https://res.hurun.net/default/icon_men.jpg,信义,Xinyi Glass,香港,Hong Kong,玻璃,Glass,家族,270.0,-25%,3800.0,2024
173,15,涂辉龙,Tu Huilong,65,中国-广东-汕尾,China-Guangdong-Tai Wei,先生,https://res.hurun.net/default/icon_men.jpg,海雅,Haiya,广东深圳,Guangdong,商业、金融、地产,"Financial, Real estate",未知,270.0,0%,3800.0,2024
173,15,朱鼎健,Ken Chu,50,中国-香港,China-Hong Kong,先生,https://res.hurun.net/default/icon_men.jpg,观澜湖,Mission Hills,广东深圳,Guangdong,房地产,Real Estate,家族,270.0,0%,3800.0,2024
176,-14,梁庆德,Liang Qingde,87,中国-广东-佛山,China-Guangdong-Foshan,先生,https://res.hurun.net/default/icon_men.jpg,格兰仕,Galanz,广东佛山,Guangdong,家电,Household Appliances,家族,265.0,-15%,3730.0,2024
176,-2,夏佐全,Xia Zuoquan,61,中国-湖北-襄阳,China -Hubei - Puyang,先生,https://res.hurun.net/photo/000467_Xia_Zuoquan.jpg,比亚迪,BYD,广东深圳,Guangdong,汽车、充电电池,"Automobile, New Energy",未知,265.0,-7%,3730.0,2024
176,29,叶澄海,Ye Chenghai,81,中国-广东-梅州,China-Guangdong-Meizhou,先生,https://res.hurun.net/photo/000182_Ye_Chenghai.jpg,信立泰,Salubris Pharmaceuticals,广东深圳,Guangdong,医药,Pharmaceuticals,夫妇,265.0,6%,3730.0,2024
179,-24,江南春,Jiang Nanchun,51,中国-上海,China-Shanghai,先生,https://res.hurun.net/default/icon_men.jpg,分众传媒,FocusMedia,上海长宁,Shanghai,数字新媒体、投资,"Digital media, Investments",未知,260.0,-19%,3660.0,2024
179,-67,李振国,Li Zhengguo,56,中国-河南-许昌,China-Henan-Xuchang,先生,https://res.hurun.net/default/icon_men.jpg,隆基,Longi,陕西西安,Shaanxi,硅材料,Silicon Materials,夫妇,260.0,-37%,3660.0,2024
179,64,林陈海,Lin Chen-Hai,未知,中国-台湾-台北,China-Taiwan-Taipei,先生,https://res.hurun.net/default/icon_men.jpg,宝佳,Pao Chia,台湾新北,Taiwan,房地产,Real Estate,家族,260.0,21%,3660.0,2024
179,33,林鸿南,Lin Hong-Nan,57,中国-台湾,China-Taiwan,先生,https://res.hurun.net/default/icon_men.jpg,宏泰,Hung Tai Construction,台湾台北,Taiwan,投资,Investments,家族,260.0,6%,3660.0,2024
179,35,刘克振,Liu Ke-Chen,70,中国-台湾,China-Taiwan,先生,https://res.hurun.net/default/icon_men.jpg,研华,Advantech,台湾台北,Taiwan,电脑产品,Computer Products,家族,260.0,8%,3660.0,2024
179,35,张磊,Zhang Lei,52,中国-河南-驻马店,China - Henan - Horse Shop,先生,https://res.hurun.net/default/icon_men.jpg,高瓴资本,Hillhouse Capital,美国纽约,New York,投资,Investments,未知,260.0,8%,3660.0,2024
185,-6,李春安,Li Chunan,56,中国-甘肃-兰州,China -Gansu-Lanzhou,先生,https://res.hurun.net/default/icon_men.jpg,隆基,Longi,陕西西安,Shaanxi,硅材料,Silicon Materials,未知,255.0,-9%,3590.0,2024
185,-70,缪汉根,Miao Hangen,59,中国-江苏-苏州,China-Jiangsu-Suzhou,先生,https://res.hurun.net/photo/000121_Miao_Hangen.jpg,盛虹,Shenghong Printing & Dyeing,江苏苏州,Jiangsu,印染、化纤、房地产,"Printing and Dyeing, Chemical Fiber, Real Estate",夫妇,255.0,-35%,3590.0,2024
185,-67,叶国富,Ye Guofu,47,中国-湖北-十堰,China-Hubei-Ten-Yuan,先生,https://res.hurun.net/photo/000254_Ye_Guofu.jpg,名创优品,Miniso,广东广州,Guangdong,新零售,New Retail,夫妇,255.0,-34%,3590.0,2024
185,307,余竹云,Yu Zhuyun,51,中国-浙江-衢州,China -Zhejiang-Zhangzhou,先生,https://res.hurun.net/default/icon_men.jpg,中环新能源,Central Holding,安徽合肥,Anhui,绿色建材、新能源,"Construction Engineering, New Energy",未知,255.0,113%,3590.0,2024
185,17,喻会蛟,Yu Huijiao,55,中国-浙江,,先生,https://res.hurun.net/default/icon_men.jpg,圆通速递,YTO,上海青浦,Shanghai,物流,Logistics,家族,255.0,0%,3590.0,2024
185,-14,周建平,Zhou Jianping,63,中国-江苏-无锡,China-Jiangsu-Wuxi,先生,https://res.hurun.net/default/icon_men.jpg,海澜,Heilan,江苏无锡,Jiangsu,服装、投资,"Apparel, Investments",家族,255.0,-12%,3590.0,2024
191,62,曹德旺,Cao Dewang,78,中国-福建-福州,China-Fujian-Fuzhou,先生,https://res.hurun.net/default/icon_men.jpg,福耀玻璃,Fuyao Glass,福建福州,Fujian,玻璃,Glass ,未知,250.0,19%,3520.0,2024
191,14,杜江涛,Du Jiangtao,55,中国-内蒙古-乌海,China-Inner Mongolia-Wuhai,先生,https://res.hurun.net/photo/000229_Du_Jiangtao.jpg,君正,Junzheng,内蒙古乌海,Inner Mongolia,煤化工、电力、运输,Energy Chemical,夫妇,250.0,0%,3520.0,2024
191,-3,缪寿良,Miao Shouliang,69,中国-广东,China-Guangdong,先生,https://res.hurun.net/photo/000105_Miao_Shouliang.jpg,富源,Fuyuan,广东深圳,Guangdong,房地产、水电,"Real Estate, Hydroelectricity, New Energy",未知,250.0,-7%,3520.0,2024
191,23,彭铁缆,Peng Tielan,未知,中国-湖南-长沙,China -Hunan-Changsha,先生,https://res.hurun.net/default/icon_men.jpg,博深集团,Bosen,湖南长沙,Hunan,企业服务,Business Services,未知,250.0,4%,3520.0,2024
191,32,宋涛,Song Tao,48,,,先生,https://res.hurun.net/default/icon_men.jpg,米哈游,Mihoyo,上海,Shanghai,游戏,Online games,未知,250.0,6%,3520.0,2024
196,36,严建亚,Yan Jianya,58,,,先生,https://res.hurun.net/default/icon_men.jpg,巨子生物,Giant Biogene,陕西西安,Shaanxi,生物科技,Biotechnology,夫妇,245.0,9%,3450.0,2024
196,3,袁征,Yuan Zheng,54,中国-山东,China-Shandong,先生,https://res.hurun.net/default/icon_men.jpg,zoom,zoom,美国旧金山,San Francisco,视频软件,Video Software,家族,245.0,-6%,3450.0,2024
198,127,郭金树,Guo Jinshu,73,中国-内蒙古-鄂尔多斯,China-Inner Mongolia-Ordos,先生,https://res.hurun.net/default/icon_men.jpg,汇能,Huineng,内蒙古鄂尔多斯,Inner Mongolia,煤炭、路桥、房地产,"Coal, Construction, Real Estate",未知,240.0,41%,3380.0,2024
198,76,姜滨,Jiang Bin,58,中国-山东-威海,China-Shandong-Weihai,先生,https://res.hurun.net/photo/000199_Jiang_Bin.jpg,歌尔股份,GoerTek,山东潍坊,Shandong,声学及多媒体产品,Electronic Components,夫妇,240.0,23%,3380.0,2024
198,7,许家彰,Shi Jiazhang,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,奇美,Chi Mei,台湾台南,Taiwan,化工,Chemicals,家族,240.0,-4%,3380.0,2024
198,-106,姚良松,Yao Liangsong,60,中国-广东-梅州,China-Guangdong-Meizhou,先生,https://res.hurun.net/default/icon_men.jpg,欧派家居,Oppein,广东广州,Guangdong,橱柜,Furniture,未知,240.0,-47%,3380.0,2024
198,55,朱共山,Zhu Gongshan,66,中国-江苏-盐城,China - Jiangsu - Yancheng,先生,https://res.hurun.net/photo/000177_Zhu_Gongshan.jpg,协鑫,GCL,香港,Hong Kong,太阳能芯片、发电厂,Solar,家族,240.0,14%,3380.0,2024
203,24,曹其峰,Silas KF Chou,78,中国-香港,China-Hong Kong,先生,https://res.hurun.net/default/icon_men.jpg,永新,Novel Enterprises,香港,Hong Kong,杂货,Grocery,未知,235.0,2%,3310.0,2024
203,-19,张茵,Zhang Yin,67,中国-广东-韶关,China-Guangdong-Shaoguan,女士,https://res.hurun.net/photo/000084_Zhang_Yin.jpg,玖龙纸业,Nine Dragons Paper,广东东莞,Guangdong,环保造纸,Paper & Packaging,家族,235.0,-15%,3310.0,2024
203,50,郑崇华,Bruce Cheng Chung-Hua,88,中国-福建-南平,China-Fujian-Nanping,先生,https://res.hurun.net/default/icon_men.jpg,台达电子,Delta,台湾台北,Taiwan,半导体,Semiconductors,家族,235.0,12%,3310.0,2024
