排名,排名变化,全名_中文,全名_英文,年龄,出生地_中文,出生地_英文,性别,照片,公司名称_中文,公司名称_英文,公司总部地_中文,公司总部地_英文,所在行业_中文,所在行业_英文,组织结构,财富值_人民币_亿,财富值变化,财富值_美元,年份
870,138,尤金焕,You Jinhuan,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,华峰,Huafeng ,浙江温州,Zhejiang,化工、铝业、投资,"Chemical, aluminum, Investments",未知,61.0,2%,860.0,2024
870,54,赵凯,Zhao Kai,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,成都环球世纪,Chengdu International Exhibition & Convention Center,四川成都,Sichuan,投资、房地产,"Investments, Real Estate",未知,61.0,-10%,860.0,2024
875,-120,蔡开云,Cai Kaiyun,52,,,先生,https://res.hurun.net/default/icon_men.jpg,稻花香,Hubei Daohuaxiang,湖北宜昌,Hubei,白酒,Liquor,未知,60.0,-25%,850.0,2024
875,133,陈睿,Chen Rui,46,中国-四川-成都,China - Sichuan-Chengdu,先生,https://res.hurun.net/photo/000817_Chen_Rui.jpg,哔哩哔哩,Bilibili,上海杨浦,Shanghai,视频弹幕网站,Video barrage,未知,60.0,0%,850.0,2024
875,-240,杜伟民,Du Weimin,61,中国-江西-南昌,China-Jiangxi-Nanchang,先生,https://res.hurun.net/default/icon_men.jpg,康泰生物,Biokangtai,广东深圳,Guangdong,生物医药,Biotech,未知,60.0,-37%,850.0,2024
875,65,辜侯天仪,Koo Hou Tien-I,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,台泥,Koos Group,台湾台北,Taiwan,水泥,Cement,家族,60.0,-8%,850.0,2024
875,304,胡鹍辉,Hu Kunhui,33,中国-广东-深圳,China-Guangdong-Shenzhen,先生,https://res.hurun.net/default/icon_men.jpg,亚辉龙,YHLO,广东深圳,Guangdong,生物科技,Biotech,未知,60.0,20%,850.0,2024
875,-174,黄金祥,Huang Jinxiang,59,中国-安徽-宣城,China-Anhui-Xuancheng,先生,https://res.hurun.net/default/icon_men.jpg,安徽广信,Anhui Guangxin,安徽宣城,Anhui,农药化肥、房地产,"Fertilizer, real estate",夫妇,60.0,-33%,850.0,2024
875,21,金鑫,Jin Xin,57,,,先生,https://res.hurun.net/default/icon_men.jpg,大金重工,Dajin Heavy Industry,辽宁阜新,Liaoning,钢结构产品,Steel Products,未知,60.0,-14%,850.0,2024
875,New,柯利明,Ke Liming,未知,,Hubei,未知,https://res.hurun.net/default/icon_women.jpg,中国儒意,China Ruyi,香港,Hong Kong,娱乐,Entertainment,未知,60.0,NEW,850.0,2024
875,124,赖国贵,Lai Guogui,60,,,先生,https://res.hurun.net/default/icon_men.jpg,春风控股集团,Cfmoto,浙江杭州,Zhejiang,摩托车,Motorcycles,家族,60.0,-3%,850.0,2024
875,-339,李杰,Li Jie,49,中国-四川,China - Sichuan,先生,https://res.hurun.net/default/icon_men.jpg,极兔速递,J&T Global Express,印度尼西亚雅加达,Indonesia,物流快递,Logistics,未知,60.0,-45%,850.0,2024
875,272,李凯莉,Kelly Lee,未知,,,女士,https://res.hurun.net/default/icon_women.jpg,龙岩,Lungyen,台湾新北,Taiwan,殡葬服务,Life Services,家族,60.0,13%,850.0,2024
875,-62,李平,Li Ping,60,中国-江西-赣州,China-Jiangxi-Zhangzhou,先生,https://res.hurun.net/default/icon_men.jpg,天高,Teamgo,广东广州,Guangdong,矿业开发、冶金贸易,"Mining, Metallurgy",未知,60.0,-20%,850.0,2024
875,133,李咏怡,Li Yongyi,未知,,,女士,https://res.hurun.net/default/icon_women.jpg,粤丰环保,Canvestt,广东东莞,Guangdong,环保,Environmental Protection,家族,60.0,0%,850.0,2024
875,-62,梁桐灿,Liang Tongcan,未知,中国-广东-佛山,China-Guangdong-Foshan,先生,https://res.hurun.net/default/icon_men.jpg,宏宇,Hongyu,广东佛山,Guangdong,建筑陶瓷,Ceramics,未知,60.0,-20%,850.0,2024
875,-62,刘宝林,Liu Baolin,71,中国-湖北-孝感,China -Hubei - A Sense of Filial Piety,先生,https://res.hurun.net/photo/000595_Liu_Baolin.jpg,九州通,Jointown,湖北武汉,Hubei,医药流通,Pharmaceutical distribution,未知,60.0,-20%,850.0,2024
875,133,楼天城,Lou Tiancheng,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,小马智行,Pony.ai,广东广州,Guangzhou,自动驾驶技术,Automatic Driving Technology,未知,60.0,0%,850.0,2024
875,65,鲁楚平,Lu Chuping,59,中国-湖北-孝感,China -Hubei - A Sense of Filial Piety,先生,https://res.hurun.net/default/icon_men.jpg,大洋电机,Broad-Ocean Motor,广东中山,Guangdong,工业电机,Electrical Equipment,夫妇,60.0,-8%,850.0,2024
875,-62,吕绍林,Lv Shaolin,51,中国-湖南-邵阳,China -Hunan-Yuyang,先生,https://res.hurun.net/default/icon_men.jpg,博众精工,Bozhon Precision,江苏苏州,Jiangsu,自动化设备,Pharmaceuticals,夫妇,60.0,-20%,850.0,2024
875,-14,缪双大,Miao Shuangda,73,中国-江苏-无锡,China-Jiangsu-Wuxi,先生,https://res.hurun.net/default/icon_men.jpg,双良,Shuangliang,江苏无锡,Jiangsu,空调设备,Air Conditioning,父子,60.0,-18%,850.0,2024
875,215,沈波,Shen Bo,61,,,先生,https://res.hurun.net/default/icon_men.jpg,分布式资本,Fenbushi,上海虹口,Shanghai,投资,Investments,未知,60.0,9%,850.0,2024
875,65,苏如春,Su Ruchun,56,,,先生,https://res.hurun.net/default/icon_men.jpg,华邦,Huabang,广东广州,Guangdong,房地产、建筑、投资,"Real Estate,Infrastructure,Investments",家族,60.0,-8%,850.0,2024
875,215,孙中伟,Sun Zhongwei,46,中国-山东,China-Shandong,先生,https://res.hurun.net/default/icon_men.jpg,华宝新能,Hello Tech,广东深圳,Guangdong,便携储能电池、太阳能,Portable Batteries,夫妇,60.0,9%,850.0,2024
875,116,童文红,Tong Wenhong,54,,,先生,https://res.hurun.net/default/icon_men.jpg,阿里系,Alibaba,浙江杭州,Zhejiang,电子商务、金融科技,"E-commerce, fintech",未知,60.0,-5%,850.0,2024
875,-290,王佳,Wang Jia,55,中国-云南-昆明,China-Yunnan-Kunming,先生,https://res.hurun.net/default/icon_men.jpg,启明星辰,Venustech,北京,Beijing,网络安全,Cyber Security,夫妇,60.0,-40%,850.0,2024
875,-120,王建东,Wang Jiandong,52,中国-河北-邯郸,China-Hebei,先生,https://res.hurun.net/default/icon_men.jpg,中建融东,CSCEC Rongdong,河北邯郸,Hebei,钢铁,Steel,未知,60.0,-25%,850.0,2024
875,-206,王明鎏,Wang Mingliu,41,中国-四川-成都,China - Sichuan-Chengdu,先生,https://res.hurun.net/default/icon_men.jpg,毛球科技,Tomorrow,四川成都,Sichuan,投资、区块链、游戏,"Investments, Blockchain, Gaming",未知,60.0,-33%,850.0,2024
875,-14,王铭祥,Wang Mingxiang,46,中国-江苏-南通,China-Jiangsu-Nantong,先生,https://res.hurun.net/default/icon_men.jpg,东华能源,Oriental Energy,江苏南京,Jiangsu,石油化工,Petrochemicals,夫妇,60.0,-18%,850.0,2024
875,21,王维东,Wang Weidong,47,中国-甘肃-酒泉,China -Gansu - Jiuquan,先生,https://res.hurun.net/default/icon_men.jpg,赢合科技,Yinghe Technology,广东深圳,Guangdong,自动化设备,Industrial Equipment,夫妇,60.0,-14%,850.0,2024
875,-487,王宵锟,Wang Xiaokun,41,,,先生,https://res.hurun.net/default/icon_men.jpg,茶百道,ChaPanda,四川成都,Sichuan,餐饮连锁,Food & Beverages,夫妇,60.0,-59%,850.0,2024
875,282,王跃旦,Wang Yuedan,71,,,先生,https://res.hurun.net/default/icon_men.jpg,富佳实业,Furja,浙江宁波,Zhejiang,家用电器,Home appliances ,家族,60.0,15%,850.0,2024
875,-169,王泽龙,Wang Zelong,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,中核钛白,CNNC,广东广州,Guangdong,钛白粉,Titanium Dioxide,未知,60.0,-29%,850.0,2024
875,193,谢剑辉,Xie Jianhui,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,富兴,Fuxing,湖南长沙,Hunan,汽车服务，产业园区,"Real estate, car sales, Investments",未知,60.0,3%,850.0,2024
875,-67,徐进,Xu Jin,59,,,先生,https://res.hurun.net/default/icon_men.jpg,口子窖,Kouzi Distillery,安徽淮北,Anhui,白酒,Liquor,未知,60.0,-23%,850.0,2024
875,-290,徐少春,Xu Shaochun,61,中国-湖南-益阳,China-Hunan-Yiyang,先生,https://res.hurun.net/default/icon_men.jpg,金蝶国际,Kingdee,广东深圳,Guangdong,财务软件,Financial Software,未知,60.0,-40%,850.0,2024
875,-14,杨受成,Albert Yeung,80,中国-香港,China-Hong Kong,先生,https://res.hurun.net/default/icon_men.jpg,英皇,Emperor,香港,Hong Kong,房地产,Estate Holding,家族,60.0,-18%,850.0,2024
875,-206,袁莉萍,Yuan Liping,53,,,先生,https://res.hurun.net/default/icon_men.jpg,康泰生物,Kangtai Biological,广东深圳,Guangdong,生物医药,Biotech,未知,60.0,-33%,850.0,2024
875,New,张清森,Zhang Qingsen,未知,,Fujian,未知,https://res.hurun.net/default/icon_women.jpg,绿联科技,Ugreen,广东深圳,Guangdong,电子配件,Digital Products,未知,60.0,NEW,850.0,2024
875,112,张勇,Zhang Yong,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,阿里系,Alibaba,浙江杭州,Zhejiang,电子商务、金融科技,"E-commerce, fintech",未知,60.0,-6%,850.0,2024
875,New,张重兴,Chang Chung Hsing,未知,,,未知,https://res.hurun.net/default/icon_women.jpg,台湾精锐,Apex Dynamics,台湾台中,Taiwan,工业机械,Industrial Machinery,家族,60.0,NEW,850.0,2024
875,21,赵满堂,Zhao Mantang,64,中国-甘肃-天水,China -Gansu - Tianshui,先生,https://res.hurun.net/default/icon_men.jpg,盛达,Shengda,甘肃兰州,Gansu,矿业、酒店,"Mining, Hotels",家族,60.0,-14%,850.0,2024
875,65,赵延平,Zhao Yanping,56,中国-吉林,China- Jilin,先生,https://res.hurun.net/default/icon_men.jpg,华测导航,Huace,上海青浦,Shanghai,卫星导航,GPS,夫妇,60.0,-8%,850.0,2024
875,133,甄荣辉,Zhen Ronghui,62,中国-香港,China-Hong Kong,先生,https://res.hurun.net/default/icon_men.jpg,51job,51job,上海静安,Shanghai,互联网服务,Internet Services,未知,60.0,0%,850.0,2024
875,-71,周旭明,Zhou Xuming,51,,,先生,https://res.hurun.net/default/icon_men.jpg,科思股份,Cosmos,江苏南京,Jiangsu,化学品原料,Chemical raw materials,家族,60.0,-24%,850.0,2024
918,-107,陈泽民,Chen Zemin,81,中国-重庆-江津,China-Chongqing-Jiangjin,先生,https://res.hurun.net/default/icon_men.jpg,三全食品,Sanquan Food,河南郑州,Henan,食品,Food,家族,59.0,-23%,830.0,2024
918,New,刘德,Liu De,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,小米,Xiaomi,北京,Beijing,北京,IoT,未知,59.0,NEW,830.0,2024
918,90,姚劲波,Yao Jinbo,48,中国-湖南-益阳,China-Hunan-Yiyang,先生,https://res.hurun.net/default/icon_men.jpg,58同城,58,北京,Beijing,生活服务,Life Service,未知,59.0,-2%,830.0,2024
918,-333,张亚,Zhang Ya,55,,,先生,https://res.hurun.net/default/icon_men.jpg,国光电气,Guoguang Electric,四川成都,Sichuan,微波电子器件,Electronic device,夫妇,59.0,-41%,830.0,2024
918,-397,赵鸿飞,Zhao Hongfei,50,,,先生,https://res.hurun.net/default/icon_men.jpg,中科创达,Thunder,北京,Beijing,智能终端操作系统,Intelligent Terminal Operating System,未知,59.0,-49%,830.0,2024
923,-217,吕建明,Lyu Jiangming,59,中国-浙江,China-Zhejiang,先生,https://res.hurun.net/default/icon_men.jpg,通策医疗,Top Choice Medical,浙江杭州,Zhejiang,医疗器械,Medical devices,未知,58.0,-32%,820.0,2024
923,-175,申东日,Shen Dongri,52,中国-黑龙江-绥化,China -Heilongjiang - Yuhua,先生,https://res.hurun.net/default/icon_men.jpg,朗姿,Lancy,北京,Beijing,服装,Apparel,家族,58.0,-29%,820.0,2024
923,-254,王德根,Wang Degen,53,中国-四川,,先生,https://res.hurun.net/default/icon_men.jpg,德康农牧,Dekon,四川成都,Sichuan,畜牧业、教育,Animal Husbandry,夫妇,58.0,-36%,820.0,2024
923,-110,吴城,Wu Cheng,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,国城,Guocheng,北京,Beijing,矿业,Mining,未知,58.0,-23%,820.0,2024
923,-217,吴凯庭,Wu Kaiting,未知,中国-福建-漳州,China-Fujian-Zhangzhou,先生,https://res.hurun.net/photo/000466_Wu_Kaiting.jpg,万利达,Malata,福建漳州,Fujian,电子信息产品,Information technology,家族,58.0,-32%,820.0,2024
923,85,谢识才,Xie Shicai,63,中国-浙江-杭州,China-Zhejiang-Hangzhou,先生,https://res.hurun.net/default/icon_men.jpg,博威合金,Boway Alloy Material,浙江宁波,Zhejiang,合金材料,Alloy Materials,家族,58.0,-3%,820.0,2024
923,17,余海军,Yu Haijun,50,中国-浙江-绍兴,China-Zhejiang-Shaoxing,先生,https://res.hurun.net/default/icon_men.jpg,宝利德,Baolide,浙江杭州,Zhejiang,汽车销售,Car sales,未知,58.0,-11%,820.0,2024
923,256,周华松,Zhou Huasong,58,,,先生,https://res.hurun.net/default/icon_men.jpg,松霖科技,Solex High-tech Industries,福建厦门,Fujian,淋浴设备,Shower equipment,夫妇,58.0,16%,820.0,2024
923,-217,周文,Zhou Wen,59,,,先生,https://res.hurun.net/default/icon_men.jpg,普利特,Pret Composites,上海青浦,Shanghai,塑料制造、汽车配件,"Plastics manufacturing, automotive parts",夫妇,58.0,-32%,820.0,2024
932,-347,陈学利,Chen Xueli,73,,,先生,https://res.hurun.net/photo/000473_Chen_Xueli.jpg,威高,Wego,山东威海,Shandong,医疗器械,Medical devices,父子,57.0,-43%,800.0,2024
932,59,苏增福,Su Zengfu,84,中国-浙江-台州,China-Zhejiang-Taizhou,先生,https://res.hurun.net/default/icon_men.jpg,苏泊尔,Supor,浙江杭州,Zhejiang,厨具、投资,"Kitchen tools, Investments",家族,57.0,-10%,800.0,2024
932,-119,王富济,Wang Fuji,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,片仔癀,Pientzehuang Pharmaceutical,福建漳州,Fujian,医药,Pharmaceuticals,未知,57.0,-24%,800.0,2024
932,8,吴惠芳,Wu Huifang,未知,中国-江苏-,China-Jiangsu -,先生,https://res.hurun.net/default/icon_men.jpg,永钢,Yonggang,江苏苏州,Jiangsu,钢铁,Iron & Steel,未知,57.0,-12%,800.0,2024
932,8,吴永华,Wu Yonghua,54,中国-福建,China-Fujian,先生,https://res.hurun.net/default/icon_men.jpg,安踏,Anta,福建厦门,Fujian,体育用品,Sportswear,未知,57.0,-12%,800.0,2024
932,-177,钟培峰,Zhong Peifeng,61,,,先生,https://res.hurun.net/default/icon_men.jpg,晶晨股份,Amlogic,上海浦东,Shanghai,电子,Semiconductor,家族,57.0,-29%,800.0,2024
932,76,周俊杰,Zhou Junjie,56,,,先生,https://res.hurun.net/default/icon_men.jpg,银都股份,Yindu Kitchen Equipment,浙江杭州,Zhejiang,餐饮设备,Industrial equipment,未知,57.0,-5%,800.0,2024
939,141,刘姗姗,Liu Shanhan,未知,,,女士,https://res.hurun.net/default/icon_women.jpg,摩尔线程,Moore Thread,北京,Beijing,半导体,Semiconductors,未知,56.0,0%,790.0,2024
940,150,陈妙林,Chen Miaolin,72,中国-浙江-杭州,China-Zhejiang-Hangzhou,先生,https://res.hurun.net/default/icon_men.jpg,开元旅业,New Century Tourism,浙江杭州,Zhejiang,房地产,Real estate,未知,55.0,0%,770.0,2024
940,-44,陈清州,Chen Qingzhou,59,中国-福建-泉州,China-Fujian-Quanzhou,先生,https://res.hurun.net/default/icon_men.jpg,海能达,Hytera,广东深圳,Guangdong,专业无线通信设备,Communications Equipment,夫妇,55.0,-21%,770.0,2024
940,68,陈育宣,Chen Yuxuan,58,中国-江西-九江,China - Jiangxi - Jiujiang,先生,https://res.hurun.net/default/icon_men.jpg,电连技术,Electric Connector,广东深圳,Guangdong,电子元件连接器,Electronic Components,夫妇,55.0,-8%,770.0,2024
940,68,陈卓贤,Chen Zhuoxian,57,中国-广东-中山,China-Guangdong-Zhongshan,先生,https://res.hurun.net/default/icon_men.jpg,雅居乐,Agile,广东广州,Guangdong,投资、房地产,"Investments, Real Estate",家族,55.0,-8%,770.0,2024
940,-185,邓颖忠,Deng Yingzhong,73,中国-广东,China-Guangdong,先生,https://res.hurun.net/default/icon_men.jpg,中顺洁柔,Zhongshun,广东中山,Guangdong,生活用纸,Household Products,家族,55.0,-31%,770.0,2024
940,-469,郭振宇,Guo Zhenyu,61,中国-云南-昆明,China-Yunnan-Kunming,先生,https://res.hurun.net/default/icon_men.jpg,贝泰妮,Botanee,云南昆明,Yunnan,护肤品,Skincare,父子,55.0,-56%,770.0,2024
940,New,何德佑,Ho Te-Yu,未知,,,未知,https://res.hurun.net/default/icon_women.jpg,嘉泽端子,Lotes,台湾基隆,Taiwan,电子元件,Electronic Components,未知,55.0,NEW,770.0,2024
940,-79,何亚民,He Yamin,67,中国-四川,China - Sichuan,先生,https://res.hurun.net/default/icon_men.jpg,利君股份,Leejun Industrial,四川成都,Sichuan,机械制造,Machinery manufacturing ,家族,55.0,-25%,770.0,2024
940,-375,花轩德,Hua Xuande,81,中国-浙江-台州,China-Zhejiang-Taizhou,先生,https://res.hurun.net/default/icon_men.jpg,中贝九洲,Zonebanner Jiuzhou,浙江台州,Zhejiang,医药,Pharmaceuticals,家族,55.0,-48%,770.0,2024
940,-44,黄炳文,Huang Bingwen,70,,,先生,https://res.hurun.net/default/icon_men.jpg,东风印刷,Dongfeng Printing,广东汕头,Guangdong,印刷,Printing,家族,55.0,-21%,770.0,2024
940,239,黄善兵,Huang Shanbing,68,,,先生,https://res.hurun.net/default/icon_men.jpg,捷捷微电,JieJie Microelectronics,江苏南通,Jiangsu,半导体器件,Semiconductor device,家族,55.0,10%,770.0,2024
940,68,黄婉茹,Huang Wanru,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,联泰,Lian Tai,广东汕头,Guangdong,基础建设、房地产,"Infrastructure, Real Estate",未知,55.0,-8%,770.0,2024
940,0,江淦钧,Jiang Ganjun,60,中国-广东-广州,China-Guangdong-Guangzhou,先生,https://res.hurun.net/default/icon_men.jpg,索菲亚,Suofeiya,广东广州,Guangdong,家具,Furniture,未知,55.0,-15%,770.0,2024
940,-185,姜桂廷,Jiang Guiting,66,,,先生,https://res.hurun.net/default/icon_men.jpg,景津环保,Jingjin,山东德州,Shandong,设备制造,Manufacturing,夫妇,55.0,-31%,770.0,2024
940,150,蒋锦志,Jiang Jinzhi,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,景林资产,Greenwoods,上海浦东,Shanghai,投资,Investments,未知,55.0,0%,770.0,2024
940,-355,金磊,Jin Lei,59,,,先生,https://res.hurun.net/default/icon_men.jpg,长春高新,Changchun High-tech Industries,吉林长春,Jilin,生物制药,Biopharmaceuticals,未知,55.0,-45%,770.0,2024
940,68,黎经华,Li Jinghua,62,,,先生,https://res.hurun.net/default/icon_men.jpg,罗浮宫家居,Louvre,广东佛山,Guangdong,家具零售,Furniture,未知,55.0,-8%,770.0,2024
940,68,李建华,Li Jianhua,71,中国-广东-梅州,China-Guangdong-Meizhou,先生,https://res.hurun.net/default/icon_men.jpg,威华,Weihua,广东广州,Guangdong,地板,Building Materials,父女,55.0,-8%,770.0,2024
940,68,李文美,Li Wenmei,62,中国-吉林-长春,China-Jilin-Changchun,先生,https://res.hurun.net/default/icon_men.jpg,万孚生物,Wondfo Biotech,广东广州,Guangdong,快速诊断试剂,Biotech,夫妇,55.0,-8%,770.0,2024
940,150,李学凌,Li Xueling,51,,,先生,https://res.hurun.net/default/icon_men.jpg,欢聚时代,YY,广东深圳,Guangdong,游戏、语音软件,Gaming,未知,55.0,0%,770.0,2024
940,-16,李缜,Li Zhen,60,,,先生,https://res.hurun.net/default/icon_men.jpg,国轩高科,Anhui Guoxuan,安徽合肥,Anhui,电池、房地产、影视、投资,"Batteries, Real estate, screen culture",父子,55.0,-19%,770.0,2024
940,-185,林海川,Lin Haichuan,52,中国-广东-东莞,China-Guangdong-Dongguan,先生,https://res.hurun.net/default/icon_men.jpg,宏川,Great River Smarter Logistics,广东东莞,Guangdong,仓储物流,Logistics,家族,55.0,-31%,770.0,2024
940,68,吕大龙,Lyu Dalong,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,韦尔股份,Willsemi,上海浦东,Shanghai,投资,Semiconductors,未知,55.0,-8%,770.0,2024
940,217,马国林,Ma Guolin,60,中国-浙江,China-Zhejiang,先生,https://res.hurun.net/default/icon_men.jpg,卫星石化,Zhejiang Satellite Petro Chemical,浙江嘉兴,Zhejiang,化工,Chemicals,未知,55.0,6%,770.0,2024
940,202,孟庆南,Meng Qingnan,66,中国-湖北,China - Hubei,先生,https://res.hurun.net/default/icon_men.jpg,武汉凡谷,Wuhan Fingu,湖北武汉,Hubei,通信设备元件,Communications components ,家族,55.0,2%,770.0,2024
940,-185,潘龙泉,Pan Longquan,61,,,先生,https://res.hurun.net/default/icon_men.jpg,泉峰,Chervon,江苏南京,Nanjing,电动工具,Electric Tools,未知,55.0,-31%,770.0,2024
940,207,彭浩,Peng Hao,57,中国-陕西-咸阳,China - Shaanxi - Xianyang,先生,https://res.hurun.net/default/icon_men.jpg,信维通信,Sunway Communication,广东深圳,Guangdong,通信部件,Electronic Components,未知,55.0,4%,770.0,2024
940,-185,瞿晓铧,Qu Xiaohua,60,,,先生,https://res.hurun.net/default/icon_men.jpg,阿特斯,Csi,江苏苏州,Jiangsu,光伏设备,Green Energy,夫妇,55.0,-31%,770.0,2024
940,-375,商晓波,Shang Xiaobo,50,中国-浙江-绍兴,China-Zhejiang-Shaoxing,先生,https://res.hurun.net/default/icon_men.jpg,鸿路钢构,Honglu Steel Structure,安徽合肥,Anhui,金属结构制造业,Manufacturing of metal structures,夫妇,55.0,-48%,770.0,2024
940,150,束小龙,Shu Xiaolong,36,中国-安徽-合肥,China-Anhui-Hefei,先生,https://res.hurun.net/default/icon_men.jpg,老乡鸡,Laoxiangji,安徽合肥,Anhui,餐饮,Restaurant,夫妇,55.0,0%,770.0,2024
940,133,孙永根,Sun Yonggen,53,中国-浙江-绍兴,China-Zhejiang-Shaoxing,先生,https://res.hurun.net/default/icon_men.jpg,天圣控股,Tiansheng ,浙江绍兴,Zhejiang,化纤,Chemical fibers,未知,55.0,-4%,770.0,2024
940,150,汪东颖,Wang Dongying,58,中国-甘肃-兰州,China -Gansu-Lanzhou,先生,https://res.hurun.net/default/icon_men.jpg,纳思达,Ninestar,广东珠海,Guangdong,打印设备,Printing Equipment,未知,55.0,0%,770.0,2024
940,68,王刚,Wang Gang,48,,,先生,https://res.hurun.net/default/icon_men.jpg,满帮,Manbang,贵州贵阳,Guizhou,物流,Transportation,未知,55.0,-8%,770.0,2024
940,150,王坚,Wang Jian,62,,,先生,https://res.hurun.net/default/icon_men.jpg,阿里系,Alibaba,浙江杭州,Zhejiang,电子商务、金融科技,"E-commerce, fintech",未知,55.0,0%,770.0,2024
940,68,王俊,Wang Jun,48,,,先生,https://res.hurun.net/default/icon_men.jpg,碳云、华大基因,"iCarbonX, Bgi Genomics",广东深圳,Guangdong,医疗大数据、基因检测,Health Tech,未知,55.0,-8%,770.0,2024
940,New,伍亚林,Wu Yalin,57,中国-福建-莆田,China-Fujian-Yutian,先生,https://res.hurun.net/default/icon_men.jpg,博俊科技,Bojun,江苏苏州,Jiangsu,汽车零部件,Auto Components,夫妇,55.0,NEW,770.0,2024
940,-234,谢秉政,Xie Bingzheng,55,中国-浙江-温州,China-Zhejiang-Wenzhou,先生,https://res.hurun.net/default/icon_men.jpg,比音勒芬,Biemlf,广东广州,Guangdong,服装,Apparel,夫妇,55.0,-35%,770.0,2024
940,-79,杨文龙,Yang Wenlong,62,中国-江西-宜春,China -Jiangxi - Yichun,先生,https://res.hurun.net/default/icon_men.jpg,仁和药业,Renhe,江西宜春,Jiangxi,医药,Pharmaceuticals,家族,55.0,-25%,770.0,2024
940,-79,姚文琛,Yao Wenchen,73,,,先生,https://res.hurun.net/default/icon_men.jpg,姚记扑克,Yaoji,上海,Guangdong,文娱,Entertainment,家族,55.0,-25%,770.0,2024
940,-127,张学武,Zhang Xuewu,50,,,先生,https://res.hurun.net/default/icon_men.jpg,盐津铺子,Yanker,湖南长沙,Hunan,食品制造,Food processing,未知,55.0,-27%,770.0,2024
940,-271,张学政,Zhang Xuezheng,49,,,先生,https://res.hurun.net/default/icon_men.jpg,闻泰科技,Wingtech,浙江嘉兴,Zhejiang,半导体,Semiconductors,未知,55.0,-39%,770.0,2024
940,-234,张镇潮,Zhang Zhenchao,57,,,先生,https://res.hurun.net/default/icon_men.jpg,税友股份,Servyou Software,浙江杭州,Zhejiang,财税软件,SaaS,未知,55.0,-35%,770.0,2024
940,0,赵轶,Zhao Yi,48,中国-浙江,China-Zhejiang,先生,https://res.hurun.net/default/icon_men.jpg,长川科技,Changchuan Technology Co,浙江杭州,Zhejiang,半导体设备,Semiconductors,夫妇,55.0,-15%,770.0,2024
940,68,郑元豹,Zheng Yuanbao,66,中国-浙江-温州,China-Zhejiang-Wenzhou,先生,https://res.hurun.net/default/icon_men.jpg,人民电器,People ElE Appliance ,浙江温州,Zhejiang,工业电器、房地产、投资,"Industrial electronics, real estate, Investments ",未知,55.0,-8%,770.0,2024
940,-44,钟声坚,Zhong Shengjian,66,中国-广东-汕尾,China-Guangdong-Tai Wei,先生,https://res.hurun.net/default/icon_men.jpg,仁恒,Yanlord,上海浦东,Shanghai,房地产,"Property, industrial",未知,55.0,-21%,770.0,2024
940,New,周光平,Zhou Guangping,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,小米,Xiaomi,北京,Beijing,智能硬件与技术、投资,"IoT, Investments",家族,55.0,NEW,770.0,2024
940,-404,周剑,Zhou Jian,48,,,先生,https://res.hurun.net/default/icon_men.jpg,迈为股份,Maxwell,江苏苏州,Jiangsu,智能制造装备,Intelligent manufacturing equipment,未知,55.0,-50%,770.0,2024
987,188,杜越新,Du Yuexin,未知,,,先生,https://res.hurun.net/default/icon_men.jpg,嘉德,China Guardian,北京,Beijing,投资、拍卖,"Investments, Auction",未知,54.0,6%,760.0,2024
987,4,耿殿根,Geng Diangen,68,,,先生,https://res.hurun.net/default/icon_men.jpg,光环新网,Sinnet,北京,Beijing,电信运营,Telecom,未知,54.0,-14%,760.0,2024
987,21,卢荣富,Lu Rongfu,53,,,先生,https://res.hurun.net/default/icon_men.jpg,亿联网络,Yealink,福建厦门,Fujian,通信,Communication,未知,54.0,-10%,760.0,2024
987,18,徐子泉,Xu Ziquan,66,,,先生,https://res.hurun.net/default/icon_men.jpg,捷成,Jetsen,北京,Beijing,软件与信息服务,Software and Information Services,夫妇,54.0,-11%,760.0,2024
991,New,奥凤廷,Ao Fengting,65,,,先生,https://res.hurun.net/default/icon_men.jpg,蒙泰,Mengtai,内蒙古鄂尔多斯,Inner Mongolia,煤炭、热电、铝合金,"Coal, Energy, Aluminum products",未知,53.0,NEW,750.0,2024
991,17,代田田,Dai Tiantian,41,,,先生,https://res.hurun.net/default/icon_men.jpg,柏楚电子,Friendess,上海闵行,Shanghai,信息技术,Information technology,未知,53.0,-12%,750.0,2024
991,-130,丁水波,Ding Shuibo,54,中国-福建-泉州,China-Fujian-Quanzhou,先生,https://res.hurun.net/default/icon_men.jpg,特步,Xtep,福建厦门,Fujian,体育用品,Sportswear,未知,53.0,-27%,750.0,2024
